Year,Quarter,Location Description,Data Source,Topic Description,Measure Description,Provision Group Description,Provision,Value,Citation,Enacted Date,Effective Date,Comments
2010,3,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2010,2,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2010,1,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2011,4,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2011,3,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2011,2,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2011,1,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2012,4,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2012,3,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2012,2,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2012,1,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2013,4,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2013,3,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2013,2,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2013,1,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2014,4,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2014,3,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2014,2,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2014,1,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2015,4,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2015,3,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2015,2,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2015,1,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2016,4,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2016,3,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2016,2,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2016,1,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2017,4,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2017,3,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2017,2,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2017,1,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2018,4,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2018,3,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2018,2,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2018,1,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
1995,4,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(D),1991,1991,
1996,4,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(D),1991,1991,
1997,4,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(D),1991,1991,
1998,4,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
1999,4,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2000,4,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2001,4,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2002,4,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2003,4,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2004,4,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2005,4,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2006,4,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2006,3,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2006,2,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2006,1,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2007,4,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2007,3,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2007,2,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2007,1,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2008,4,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2008,3,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2008,2,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2008,1,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2009,4,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2009,3,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2009,2,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2009,1,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2010,4,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2010,3,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2010,2,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2010,1,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2011,4,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2011,3,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2011,2,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2011,1,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2012,4,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2012,3,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2012,2,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2012,1,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2013,4,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2013,3,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2013,2,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2013,1,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2014,4,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2014,3,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2014,2,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2014,1,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2015,4,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2015,3,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2015,2,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2015,1,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2016,4,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2016,3,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2016,2,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2016,1,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2017,4,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2017,3,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2017,2,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2017,1,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2018,4,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2018,3,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2018,2,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
2018,1,Louisiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,LA. REV. STAT. § 14:91.8(e),1991,1991,
1995,4,Maine,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ME. REV. STAT. ANN. tit. 22 § 1555(2),,1989,
1996,4,Maine,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ME. REV. STAT. ANN. tit. 22 § 1555(2),,1989,
1997,4,Maine,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ME. REV. STAT. ANN. tit. 22 § 1555-B(5),,1989,"Does not apply to a person who has attained 18 years of age as of July 1, 2018."
1998,4,Maine,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ME. REV. STAT. ANN. tit. 22 § 1555-B(5),,1989,"Does not apply to a person who has attained 18 years of age as of July 1, 2018."
1999,4,Maine,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ME. REV. STAT. ANN. tit. 22 § 1555-B(5),,1989,"Does not apply to a person who has attained 18 years of age as of July 1, 2018."
2000,4,Maine,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ME. REV. STAT. ANN. tit. 22 § 1555-B(5),,1989,"Does not apply to a person who has attained 18 years of age as of July 1, 2018."
2001,4,Maine,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ME. REV. STAT. ANN. tit. 22 § 1555-B(5),,1989,"Does not apply to a person who has attained 18 years of age as of July 1, 2018."
2002,4,Maine,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ME. REV. STAT. ANN. tit. 22 § 1555-B(5),,1989,"Does not apply to a person who has attained 18 years of age as of July 1, 2018."
2003,4,Maine,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ME. REV. STAT. ANN. tit. 22 § 1555-B(5),,1989,"Does not apply to a person who has attained 18 years of age as of July 1, 2018."
2004,4,Maine,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ME. REV. STAT. ANN. tit. 22 § 1555-B(5),,1989,"Does not apply to a person who has attained 18 years of age as of July 1, 2018."
2005,4,Maine,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ME. REV. STAT. ANN. tit. 22 § 1555-B(5),,1989,"Does not apply to a person who has attained 18 years of age as of July 1, 2018."
2006,4,Maine,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ME. REV. STAT. ANN. tit. 22 § 1555-B(5),,1989,"Does not apply to a person who has attained 18 years of age as of July 1, 2018."
2006,3,Maine,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ME. REV. STAT. ANN. tit. 22 § 1555-B(5),,1989,"Does not apply to a person who has attained 18 years of age as of July 1, 2018."
2006,2,Maine,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ME. REV. STAT. ANN. tit. 22 § 1555-B(5),,1989,"Does not apply to a person who has attained 18 years of age as of July 1, 2018."
2006,1,Maine,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ME. REV. STAT. ANN. tit. 22 § 1555-B(5),,1989,"Does not apply to a person who has attained 18 years of age as of July 1, 2018."
2007,4,Maine,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ME. REV. STAT. ANN. tit. 22 § 1555-B(5),,1989,"Does not apply to a person who has attained 18 years of age as of July 1, 2018."
2007,3,Maine,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ME. REV. STAT. ANN. tit. 22 § 1555-B(5),,1989,"Does not apply to a person who has attained 18 years of age as of July 1, 2018."
2007,2,Maine,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ME. REV. STAT. ANN. tit. 22 § 1555-B(5),,1989,"Does not apply to a person who has attained 18 years of age as of July 1, 2018."
2007,1,Maine,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ME. REV. STAT. ANN. tit. 22 § 1555-B(5),,1989,"Does not apply to a person who has attained 18 years of age as of July 1, 2018."
2008,4,Maine,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ME. REV. STAT. ANN. tit. 22 § 1555-B(5),,1989,"Does not apply to a person who has attained 18 years of age as of July 1, 2018."
2008,3,Maine,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ME. REV. STAT. ANN. tit. 22 § 1555-B(5),,1989,"Does not apply to a person who has attained 18 years of age as of July 1, 2018."
2008,2,Maine,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ME. REV. STAT. ANN. tit. 22 § 1555-B(5),,1989,"Does not apply to a person who has attained 18 years of age as of July 1, 2018."
2008,1,Maine,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ME. REV. STAT. ANN. tit. 22 § 1555-B(5),,1989,"Does not apply to a person who has attained 18 years of age as of July 1, 2018."
2009,4,Maine,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ME. REV. STAT. ANN. tit. 22 § 1555-B(5),,1989,"Does not apply to a person who has attained 18 years of age as of July 1, 2018."
2009,3,Maine,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ME. REV. STAT. ANN. tit. 22 § 1555-B(5),,1989,"Does not apply to a person who has attained 18 years of age as of July 1, 2018."
2009,2,Maine,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ME. REV. STAT. ANN. tit. 22 § 1555-B(5),,1989,"Does not apply to a person who has attained 18 years of age as of July 1, 2018."
2009,1,Maine,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ME. REV. STAT. ANN. tit. 22 § 1555-B(5),,1989,"Does not apply to a person who has attained 18 years of age as of July 1, 2018."
2010,4,Maine,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ME. REV. STAT. ANN. tit. 22 § 1555-B(5),,1989,"Does not apply to a person who has attained 18 years of age as of July 1, 2018."
2010,3,Maine,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ME. REV. STAT. ANN. tit. 22 § 1555-B(5),,1989,"Does not apply to a person who has attained 18 years of age as of July 1, 2018."
2010,2,Maine,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ME. REV. STAT. ANN. tit. 22 § 1555-B(5),,1989,"Does not apply to a person who has attained 18 years of age as of July 1, 2018."
2010,1,Maine,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ME. REV. STAT. ANN. tit. 22 § 1555-B(5),,1989,"Does not apply to a person who has attained 18 years of age as of July 1, 2018."
2011,4,Maine,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ME. REV. STAT. ANN. tit. 22 § 1555-B(5),,1989,"Does not apply to a person who has attained 18 years of age as of July 1, 2018."
2011,3,Maine,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ME. REV. STAT. ANN. tit. 22 § 1555-B(5),,1989,"Does not apply to a person who has attained 18 years of age as of July 1, 2018."
