Year,Quarter,Location Description,Data Source,Topic Description,Measure Description,Provision Group Description,Provision,Value,Citation,Enacted Date,Effective Date,Comments
2018,1,Nebraska,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
1995,4,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
1996,4,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
1997,4,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
1998,4,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
1999,4,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2000,4,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2001,4,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2002,4,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2003,4,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2004,4,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2005,4,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2006,4,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2006,3,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2006,2,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2006,1,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2007,4,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2007,3,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2007,2,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2007,1,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2008,4,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2008,3,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2008,2,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2008,1,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2009,4,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2009,3,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2009,2,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2009,1,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2010,4,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2010,3,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2010,2,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2010,1,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2011,4,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2011,3,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2011,2,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2011,1,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2012,4,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2012,3,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2012,2,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2012,1,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2013,4,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2013,3,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2013,2,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2013,1,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2014,4,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2014,3,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2014,2,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2014,1,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2015,4,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2015,3,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2015,2,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2015,1,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2016,4,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2016,3,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2016,2,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2016,1,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2017,4,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2017,3,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2017,2,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2017,1,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2018,4,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2018,3,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2018,2,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2018,1,Nevada,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
1995,4,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 78:12-c(I) ,1986,1987,
1996,4,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 78:12-c(I) ,1986,1987,
1997,4,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 78:12-c(I) ,1986,1987,
1998,4,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
1999,4,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2000,4,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2001,4,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2002,4,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2003,4,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2004,4,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2005,4,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2006,4,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2006,3,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2006,2,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2006,1,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2007,4,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2007,3,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2007,2,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2007,1,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2008,4,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2008,3,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2008,2,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2008,1,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2009,4,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2009,3,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2009,2,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2009,1,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2010,4,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2010,3,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2010,2,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2010,1,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2011,4,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2011,3,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2011,2,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2011,1,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2012,4,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2012,3,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2012,2,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2012,1,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2013,4,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2013,3,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2013,2,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2013,1,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2014,4,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2014,3,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2014,2,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2014,1,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2015,4,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2015,3,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2015,2,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2015,1,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2016,4,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2016,3,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2016,2,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2016,1,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2017,4,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2017,3,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2017,2,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2017,1,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2018,4,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2018,3,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2018,2,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
2018,1,New Hampshire,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.H. REV. STAT. ANN. § 126-K:6(I),1997,1998,
1995,4,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
1996,4,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
1997,4,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
1998,4,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
1999,4,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2000,4,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2001,4,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2002,4,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2003,4,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2004,4,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2005,4,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2006,4,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2006,3,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2006,2,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2006,1,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2007,4,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2007,3,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2007,2,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2007,1,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2008,4,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2008,3,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2008,2,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2008,1,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2009,4,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2009,3,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2009,2,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2009,1,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2010,4,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2010,3,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2010,2,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2010,1,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2011,4,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2011,3,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2011,2,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2011,1,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2012,4,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2012,3,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2012,2,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2012,1,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2013,4,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2013,3,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2013,2,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2013,1,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2014,4,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2014,3,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2014,2,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2014,1,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2015,4,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2015,3,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2015,2,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2015,1,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2016,4,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2016,3,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2016,2,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2016,1,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2017,4,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2017,3,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2017,2,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2017,1,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2018,4,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2018,3,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2018,2,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2018,1,New Jersey,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
1995,4,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
1996,4,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
1997,4,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
1998,4,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
1999,4,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2000,4,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2001,4,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2002,4,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2003,4,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
